,NU_ANO,CO_CURSO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9
353902,2017,80779,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EABBCEDD""","""00111101""","""EBCBEDADBABEEDDBDACADEDECCC""","""990018111011011190009000111""",555,555,555,555,555,555,555,555,555,555,555,55,61.5,62.5,60,45,65,40,75,75,75,52.8,54.5,43.3,0,85,45,"""A""","""B""","""D""","""B""","""B""","""A""","""D""","""E""","""B"""
353932,2017,86318,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDABCEAD""","""10011111""","""BCBCDEBDBACBDEDBDEAECEBDCCC""","""990108011000001191119011111""",555,555,555,555,555,555,555,555,333,555,333,55,69.4,75,61,74,50,80,48,60,45,50.2,59.1,0,0,0,0,"""C""","""D""","""C""","""B""","""B""","""D""","""B""","""D""","""D"""
353934,2017,87195,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AACBCEDD""","""00011101""","""CCADECCDBCBECDDECCCCDEBCCCB""","""991018011011011090009010110""",555,555,555,555,555,555,555,555,555,555,555,55,64.4,50,86,79,75,80,93,65,100,51.8,50,61.7,30,100,55,"""C""","""C""","""B""","""A""","""A""","""C""","""A""","""D""","""B"""
354050,2017,106167,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CBADCEAA""","""10001110""","""ACEDCDADBBBEBEBBDEADABABCCE""","""990008111111100191109000110""",555,555,555,555,555,555,555,555,555,555,555,55,61.4,50,78.5,87,75,90,70,70,70,52.8,54.5,43.3,20,70,40,"""C""","""C""","""C""","""D""","""B""","""C""","""B""","""D""","""C"""
354051,2017,106167,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ADDBCEEE""","""00011100""","""ECCCEDAEBABEEBDBDEEEEABCCCC""","""990118101011001191019010111""",555,555,555,555,555,555,555,555,555,555,555,55,44.3,37.5,54.5,80,80,80,29,65,20,58.6,63.6,30,30,60,0,"""D""","""B""","""D""","""D""","""B""","""B""","""C""","""E""","""B"""
354060,2017,108016,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CBBBCEDD""","""10111101""","""AEEDCCCDBBBCBBBDDEAEDADACCC""","""990008011110100091119000111""",555,555,555,555,555,555,555,555,555,555,555,55,67.6,75,56.5,38,70,30,75,75,75,50.8,50,55,30,80,55,"""C""","""C""","""C""","""A""","""A""","""B""","""E""","""E""","""D"""
354127,2017,122845,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BAABCEAD""","""00011111""","""EAACBDADBABBBDADBCCEBCCBCCB""","""991108111010110090019100110""",555,555,555,555,555,555,555,555,555,555,555,55,64.5,62.5,67.5,71,55,75,64,40,70,51.8,54.5,36.7,30,75,5,"""B""","""C""","""C""","""B""","""A""","""B""","""B""","""E""","""C"""
354172,2017,1102674,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCDBEEDD""","""11010101""","""EBECBDADBBEEAEDBDEAEEBEDCBE""","""990108111101001191119001100""",555,555,555,555,555,333,555,555,333,333,333,55,69.5,62.5,80,67,75,65,93,65,100,50.2,59.1,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""D""","""D""","""D"""
354207,2017,1118057,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACABEEDE""","""01010100""","""EDCCEDAEBABDDEECBEACECBBCCC""","""990118101010000091109110111""",555,555,555,555,555,555,555,555,555,555,555,55,54.5,37.5,80,87,75,90,73,65,75,55.1,54.5,58.3,50,70,55,"""C""","""D""","""B""","""B""","""B""","""C""","""E""","""D""","""D"""
354574,2017,20065,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACABCEBE""","""01011100""","""BBADCDADBCADBDDBDCDEBCCACCB""","""991008111000111190019100110""",555,555,555,555,555,555,555,555,555,555,555,55.1,55,50,62.5,55,75,50,70,50,75,55.1,54.5,58.3,30,100,45,"""B""","""B""","""D""","""A""","""A""","""C""","""E""","""E""","""A"""
354910,2017,100816,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECBBCEED""","""01111101""","""BBEDDDADBACEDECDDEEEECDDDCC""","""990008111001000091019101011""",555,555,555,555,555,555,555,555,555,555,555,55.1,81,75,90,85,65,90,95,75,100,46.4,45.5,51.7,20,90,45,"""C""","""C""","""A""","""A""","""A""","""B""","""C""","""E""","""E"""
354929,2017,102590,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCDACEBD""","""11001101""","""ECACEDBDBBADBDCAAECAACBCCED""","""991118011100110091009110100""",555,555,555,555,555,555,555,555,555,555,555,55.1,62.5,62.5,62.5,59,55,60,66,50,70,52.6,54.5,41.7,40,40,45,"""C""","""D""","""B""","""A""","""A""","""B""",""".""","""C""","""D"""
354995,2017,116770,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBCEAD""","""11111111""","""ACCDEDAEBABEBECCEEAACCDECBD""","""990018101011100091109100100""",555,555,555,555,555,555,555,555,555,555,555,55.1,86.4,100,66,61,65,60,71,75,70,44.7,45.5,40,30,80,10,"""D""","""D""","""B""","""B""","""B""","""C""","""B""","""D""","""D"""
355119,2017,1118057,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DEBDEEED""","""00100101""","""EDCCEDADEAECBDBBDEAAECEECCC""","""990118110000110191109100111""",555,555,555,555,555,555,555,555,555,555,555,55.1,50.1,37.5,69,67,75,65,71,75,70,56.7,59.1,43.3,30,100,0,"""C""","""C""","""B""","""B""","""B""","""C""","""E""","""D""","""D"""
355125,2017,1122221,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECCBDEBE""","""01010100""","""CAADCDAEBBBEADDEDAAEACBBCAC""","""991008101111011090119110101""",555,555,555,555,555,555,555,555,555,555,555,55.1,44.7,37.5,55.5,78,70,80,33,65,25,58.6,63.6,30,30,30,30,"""C""","""C""","""B""","""A""","""A""","""B""","""B""","""C""","""D"""
355196,2017,1181327,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCCECEBE""","""01001100""","""EBCCEDADBBBBBBEBEEAEECDECCC""","""990118111110100191119100111""",555,555,555,555,555,555,333,555,555,333,555,55.1,26.9,37.5,11,0,0,0,22,30,20,64.5,72.7,18.3,30,0,25,"""C""","""C""","""C""","""B""","""A""","""B""","""E""","""D""","""D"""
355258,2017,5000578,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCACCEBC""","""11001100""","""EBADBDAEBBBDADABAAAACCDBCCC""","""991008101110010190109100111""",555,555,555,555,555,555,555,555,555,555,555,55.1,60.4,50,76,76,80,75,76,80,75,53.3,54.5,46.7,30,80,30,"""C""","""C""","""C""","""B""","""B""","""C""","""A""","""B""","""C"""
355793,2017,108660,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCEBCEAD""","""11011111""","""CACDBDADBCCBADDBEADEECEDCCC""","""990008111000011190019101111""",555,555,555,555,555,333,555,555,333,333,333,55.2,81.7,87.5,73,76,80,75,70,50,75,46.3,54.5,0,0,0,0,"""D""","""D""","""C""","""B""","""B""","""B""","""B""","""D""","""E"""
355834,2017,115728,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDBBCEDC""","""00111100""","""ECADBDAEBBEEBDBDEAAEDBBDCBC""","""991008101101110090119011101""",555,555,555,555,555,555,555,555,333,555,333,55.2,63.2,50,83,69,65,70,97,85,100,52.5,59.1,15,0,45,0,"""C""","""C""","""A""","""B""","""B""","""B""","""B""","""D""","""D"""
355848,2017,118336,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CAABCEED""","""10011101""","""DBCDEDADBBBEBEEDDAAAECACCBC""","""990018111111100090109100101""",555,555,555,555,555,555,555,555,555,555,555,55.2,68.3,62.5,77,61,65,60,93,65,100,50.8,54.5,30,30,40,20,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""D""","""C"""
355864,2017,121636,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCABCEAD""","""11011111""","""EEDAEDADEABDEEDCDDCDACDDCCC""","""990018110010001090009101111""",555,555,555,555,555,555,555,555,555,555,555,55.2,81.5,87.5,72.5,70,70,70,75,75,75,46.4,45.5,51.7,30,80,45,"""C""","""E""","""B""","""B""","""B""","""C""","""A""","""D""","""C"""
355874,2017,122845,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""EEAACEDE""","""00001100""","""EDECEDADBBDCDDEBCAAECCCECBC""","""990118111100010190119100101""",555,555,555,555,555,555,555,555,555,555,555,55.2,43.2,25,70.5,71,75,70,70,70,70,59.2,59.1,60,20,100,60,"""C""","""D""","""C""","""A""","""A""","""B""","""D""","""C""","""D"""
355931,2017,1106427,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACDBCEAB""","""01011110""","""CBCDBDDDBABEBDDBEEACEBBCCCC""","""990008011011111191109010111""",555,555,555,555,555,333,555,555,333,333,333,55.2,58.3,62.5,52,59,75,55,45,45,45,54.1,63.6,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""B""","""E""","""D""","""C"""
355944,2017,1113582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AEBBCEAE""","""00111110""","""AABCEEADBABEDEDADEAECCDECBB""","""990118111011001091119100100""",555,555,555,555,555,555,555,555,555,333,333,55.2,70.1,62.5,81.5,68,60,70,95,75,100,50.2,59.1,0,0,0,0,"""D""","""D""","""E""","""B""","""B""","""C""","""A""","""C""","""E"""
356702,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCABCEAC""","""11011110""","""ECACDBEDCBBECEDCDEBBBAEECCC""","""991108010111001091009000111""",555,555,555,555,555,555,555,555,555,555,555,55.3,72.8,75,69.5,68,60,70,71,55,75,49.5,50,46.7,30,80,30,"""D""","""C""","""A""","""C""","""C""","""A""","""D""","""D""","""B"""
356703,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ECDBAEDC""","""01010100""","""DBCCEDADEEBEBDDCDEAEAABDCAB""","""990118110011111091119011100""",555,555,555,555,555,555,555,555,555,555,555,55.3,47.3,37.5,62,75,75,75,49,65,45,58,68.2,0,0,0,0,"""C""","""C""","""B""","""A""","""B""","""D""","""B""","""C""","""B"""
356704,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AECBCEBE""","""00011100""","""EBECBEBDBBBEDEDBEEAABEEDCCA""","""990108011111001191109001110""",555,555,555,555,555,555,555,555,555,555,555,55.3,46.7,37.5,60.5,46,70,40,75,75,75,58.2,59.1,53.3,30,100,30,"""B""","""D""","""C""","""A""","""B""","""A""","""A""","""B""","""C"""
356729,2017,120385,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCEBCEAD""","""01011111""","""ADACBDADBCBCEECCDECBDEBDCCC""","""991108111010000091009011111""",555,555,555,555,555,555,555,555,555,555,555,55.3,64.8,75,49.5,53,65,50,46,50,45,52.1,54.5,38.3,30,60,25,"""C""","""B""","""C""","""A""","""A""","""A""","""A""","""E""","""B"""
356836,2017,1136142,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBBCECD""","""01111101""","""EECAECABBCBEDEDEAEAAEBBBCBC""","""990018101011001091109010101""",555,555,555,555,555,555,555,555,555,555,555,55.3,72.8,75,69.5,68,60,70,71,55,75,49.5,50,46.7,20,90,30,"""E""","""E""","""E""","""B""","""B""","""C""","""A""","""B""","""D"""
356837,2017,1137717,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BEADCEBA""","""00001100""","""CBAEBDCDBDBEBBDBCEADAABCCCB""","""991008011011101191109010110""",555,555,555,555,555,555,555,555,555,555,555,55.3,43.6,25,71.5,75,55,80,68,60,70,59.2,59.1,60,30,100,50,"""E""","""D""","""C""","""D""","""D""","""C""","""B""","""C""","""C"""
357534,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCDDABA""","""01000000""","""EBDCCEADBABEBDBEDEACCAEDCCC""","""990108111011110091109001111""",555,555,555,555,555,555,555,555,555,555,555,55.4,37.7,12.5,75.5,80,80,80,71,75,70,61.3,63.6,48.3,30,90,25,"""B""","""B""","""C""","""B""","""B""","""B""","""D""","""D""","""C"""
357569,2017,120385,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCCBCEDD""","""01011101""","""BDADBDCDBDBEBDBAAEAEDCBACCD""","""991008011011110091119110110""",555,555,555,555,555,555,555,335,336,336,555,55.4,51.7,62.5,35.5,71,75,70,0,50,0,56.6,63.6,16.7,0,0,50,"""D""","""C""","""B""","""D""","""B""","""A""","""D""","""D""","""C"""
357570,2017,120385,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBCEAD""","""11111111""","""BDEDCDBDBBDCDBBDDDAADCBECCC""","""990008011100000090109110111""",555,555,555,555,555,555,555,555,333,555,555,55.4,94,100,85,75,75,75,95,75,100,42.5,40.9,51.7,0,90,65,"""C""","""C""","""C""","""B""","""D""","""C""","""D""","""D""","""C"""
357592,2017,122634,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DDBBCCDA""","""00111000""","""BBCCDECDBDBEBDDDDEAAACCBDCC""","""990108011011111091109100011""",555,555,555,555,555,555,555,555,555,555,555,55.4,40.9,37.5,46,79,75,80,13,65,0,60.2,59.1,66.7,60,100,40,"""C""","""D""","""B""","""B""","""B""","""C""","""B""","""D""","""C"""
357646,2017,1102674,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BACBEEDD""","""00010101""","""CCCACDADBABECDCECEAABCBDCBC""","""990008111011010091109111101""",555,555,555,555,555,555,555,555,333,555,555,55.4,55.9,37.5,83.5,93,65,100,74,70,75,55.2,59.1,33.3,0,85,15,"""D""","""C""","""C""","""B""","""B""","""B""","""A""","""D""","""."""
358282,2017,100816,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCADCECD""","""01001101""","""EBDCEDBDBBBEEDDDDCAAEEBECCA""","""990118011111011090109010110""",555,555,555,555,555,555,555,555,333,555,555,55.5,53.2,50,58,52,80,45,64,40,70,56.2,59.1,40,0,90,30,"""C""","""D""","""C""","""B""","""C""","""A""","""A""","""B""","""D"""
358285,2017,101558,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCCBCEDD""","""01011101""","""DDCCBDADBBCCDECABDABECEDCCC""","""990108111100000090109101111""",555,555,555,555,555,555,555,555,555,555,555,55.5,68.5,62.5,77.5,62,70,60,93,65,100,51.2,50,58.3,60,55,60,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""D""","""D"""
358286,2017,101558,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACBBCEBD""","""01111101""","""DBECEDBDBCBEADDCDEAEABCECBC""","""990118011011011091119000101""",555,555,555,555,555,555,555,333,333,555,555,55.5,60.8,75,39.5,79,75,80,0,0,0,53.7,59.1,23.3,0,45,25,"""B""","""C""","""C""","""B""","""B""","""B""","""B""","""D""","""C"""
358287,2017,101558,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBEECDA""","""01100000""","""CCADEDADBBBEBBEBDEAABCDACBB""","""991018111111100191109100100""",555,555,555,555,555,555,555,555,555,555,555,55.5,35,25,50,54,70,50,46,30,50,62.3,63.6,55,60,90,15,"""A""","""A""","""A""","""A""","""A""","""A""","""A""","""A""","""A"""
358450,2017,1102674,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBBCEBD""","""11111101""","""CEADEDDDBABCBDDADEADEBDBCCC""","""991018011010111091109000111""",555,555,555,333,555,555,333,333,333,555,555,55.5,52.5,87.5,0,0,0,0,0,0,0,56.5,59.1,41.7,0,90,35,"""C""","""C""","""A""","""B""","""B""","""B""","""B""","""E""","""D"""
358584,2017,1286732,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BECBBEAE""","""00010110""","""EDACECBCBBCDDEBADEADECCDCCC""","""991118001100000091109101111""",555,555,555,555,555,555,555,555,555,555,555,55.5,53.7,37.5,78,87,75,90,69,65,70,56.1,54.5,65,80,40,75,"""B""","""B""","""E""","""A""","""A""","""C""","""A""","""E""","""D"""
359120,2017,101830,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DBDEEDED""","""00000001""","""ECCCEDADBCDEADDBDEAEECEECBC""","""990118111001011191119100101""",555,555,555,555,555,555,555,555,333,333,555,55.6,40.1,12.5,81.5,95,75,100,68,60,70,60.7,68.2,18.3,0,0,55,"""D""","""C""","""A""","""D""","""B""","""D""","""D""","""B""","""D"""
359321,2017,1122221,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCABCEAD""","""01011111""","""EBACEDADBDBEEEEDBCCEBCBBCBB""","""991118111011000090019110100""",555,555,555,555,555,555,555,555,333,555,333,55.6,69.8,75,62,77,65,80,47,55,45,50.8,54.5,30,0,90,0,"""C""","""D""","""C""","""B""","""A""","""B""","""E""","""D""","""B"""
359576,2017,11554,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""AAABCEDD""","""00011101""","""ACCCBDCDBCBEEBDCCEAEECBCCEC""","""990108011011001091119110101""",555,555,555,555,555,555,555,555,555,555,333,55.7,57.2,50,68,66,70,65,70,50,75,55.2,59.1,33.3,30,70,0,"""D""","""E""","""B""","""B""","""B""","""B""","""B""","""D""","""D"""
359704,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BADBEAAD""","""00010011""","""EBACCEADBDBECBEACEEEECBDCCB""","""991108111011000091019111110""",555,555,555,555,555,555,555,555,555,555,555,55.7,35.9,37.5,33.5,22,50,15,45,25,50,62.3,63.6,55,30,90,45,"""C""","""B""","""C""","""B""","""B""","""A""","""D""","""E""","""C"""
360074,2017,115582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCABCEDD""","""11011101""","""EBAABDADEDBECBDDDCAAEECDCCC""","""991008110011001090109001111""",555,555,555,555,555,555,555,555,555,555,555,55.7,71.2,75,65.5,60,60,60,71,75,70,50.5,50,53.3,30,90,40,"""C""","""C""","""A""","""B""","""B""","""B""","""D""","""D""","""D"""
360095,2017,118002,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCABCEAB""","""01011110""","""CAADBCEDBCBEBABEDEEEECBBCCC""","""991008011011100091019110111""",555,555,555,555,555,555,555,555,333,333,555,55.7,64.5,62.5,67.5,65,45,70,70,50,75,52.7,59.1,16.7,0,0,50,"""B""","""D""","""B""","""A""","""B""","""B""","""A""","""C""","""E"""
360218,2017,1113582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCBDCEAE""","""11101110""","""EDCEEDADBBDEBDCBDBDDEEBACCC""","""990018111101110190009010111""",555,555,555,555,555,555,555,555,555,555,333,55.7,64.8,75,49.5,58,30,65,41,25,45,52.7,59.1,16.7,30,20,0,"""C""","""C""","""C""","""B""","""B""","""A""","""A""","""D""","""C"""
360219,2017,1113582,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCDBCEBB""","""01011100""","""EBECEDADBABBBDDBBCEACEBDCBC""","""990118111010111190009011101""",555,555,555,555,555,555,555,555,555,555,555,55.7,60.4,50,76,80,80,80,72,80,70,54.1,63.6,0,0,0,0,"""C""","""C""","""C""","""B""","""B""","""C""","""B""","""D""","""D"""
360234,2017,1127925,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""DCBBCEBC""","""01111100""","""EBACEECDBBBCBDDCDCEAEBBDCAB""","""991118011110111090009011100""",555,555,555,555,555,555,555,555,555,555,555,55.7,55.7,62.5,45.5,42,50,40,49,65,45,55.7,59.1,36.7,60,0,50,,,,,,,,,
360605,2017,21600,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCABDEAB""","""11010110""","""DBAEBEBEBACEAEDBAEAEDCBBCCB""","""991008001001001191119110110""",555,555,555,555,555,555,555,555,555,555,555,55.8,63.1,62.5,64,38,70,30,90,50,100,53.3,54.5,46.7,30,85,25,"""C""","""D""","""C""","""D""","""D""","""C""","""B""","""C""","""C"""
360721,2017,60886,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCEBCEAD""","""11011111""","""EBECEDADDABECEECCEAADBBECBD""","""990118110011000091109010100""",555,555,555,555,555,555,555,555,555,555,555,55.8,86.9,87.5,86,72,60,75,100,100,100,45.4,45.5,45,30,80,25,"""C""","""D""","""C""","""B""","""B""","""C""","""C""","""D""","""C"""
360975,2017,118336,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACCBCEAD""","""01011111""","""BCEDCDBDBCBEDDDCDEAEACDACBD""","""990008011011011091119100100""",555,555,555,555,555,555,555,555,555,555,555,55.8,70.6,75,64,53,65,50,75,75,75,50.8,50,55,30,80,55,"""C""","""C""","""C""","""B""","""B""","""C""","""D""","""D""","""C"""
361011,2017,123429,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CDBBCBAD""","""10111011""","""ECECEEADBBBDDEBBDACAECABCBC""","""990118111110000190009100101""",555,555,555,555,555,555,555,555,555,555,555,55.8,75.4,75,76,62,50,65,90,50,100,49.3,50,45,30,85,20,"""D""","""D""","""B""","""C""","""B""","""C""","""E""","""D""","""C"""
361045,2017,1101244,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCBEEEAE""","""01100110""","""DDADBDADBDCCABDCDBAEBCBDCCC""","""991008111000001090119111111""",555,555,555,555,555,555,555,333,555,555,555,55.8,42.4,50,31,62,70,60,0,0,0,60.2,59.1,66.7,80,95,25,"""C""","""C""","""B""","""B""","""B""","""C""","""B""","""C""","""C"""
361090,2017,1118057,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CEABCEED""","""10011101""","""EBCCEDBDBABCDEDBEEAAEEEECCC""","""990118011010001191109000111""",555,555,555,555,555,555,555,555,555,333,333,55.8,75.1,62.5,94,93,65,100,95,75,100,49.3,54.5,20,60,0,0,"""C""","""C""","""A""","""B""","""B""","""B""","""B""","""D""","""D"""
361110,2017,1136142,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACDBCEAE""","""01011110""","""CBECBDCDEAEEBDDBCDAEECBECCB""","""990108010001111190119110110""",555,555,555,555,555,555,555,555,333,555,333,55.8,66.7,62.5,73,79,75,80,67,55,70,52.2,59.1,13.3,0,40,0,"""B""","""B""","""B""","""A""","""A""","""B""","""E""","""E""","""C"""
361168,2017,1191224,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""CCDBEBDE""","""11010000""","""EDACDEADBCBCBDDBAAAAACBDCAB""","""991108111010111190109111100""",555,555,555,555,555,555,555,555,333,555,555,55.8,35.5,37.5,32.5,35,55,30,30,50,25,62.5,68.2,30,0,40,50,"""A""","""C""","""C""","""A""","""A""","""B""","""E""","""D""","""D"""
361708,2017,100816,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""ACBBCECD""","""01111101""","""EBCCEDCDBBBEDDBCCEEDECEDCEB""","""990118011111010091009101100""",555,555,555,555,555,555,555,555,555,555,333,55.9,68,75,57.5,65,65,65,50,50,50,51.8,54.5,36.7,30,80,0,"""C""","""D""","""C""","""B""","""B""","""C""","""D""","""D""","""D"""
361709,2017,100816,8,0,0,0,27,1,4,0,"""CCBBCEAD""","""XXACEZADBBBEBDDBXEAEXCBDCCC""","""BCDBCEDE""","""01011100""","""BEDDBDDDBABEBDDDAAADECCBCCC""","""990008011011111090109100111""",555,555,555,555,555,555,555,555,555,555,333,55.9,60.6,50,76.5,55,75,50,98,90,100,54.3,54.5,53.3,80,80,0,"""B""","""D""","""C""","""A""","""A""","""B""","""C""","""D""","""D"""
